"time_id","the_date","the_day","the_month","the_year","day_of_month","week_of_year","month_of_year","quarter","fiscal_period"
"472","1997-04-16 00:00:00","Wednesday","April","1997","16","17","4","Q2",\N
"473","1997-04-17 00:00:00","Thursday","April","1997","17","17","4","Q2",\N
"474","1997-04-18 00:00:00","Friday","April","1997","18","17","4","Q2",\N
"475","1997-04-19 00:00:00","Saturday","April","1997","19","17","4","Q2",\N
"476","1997-04-20 00:00:00","Sunday","April","1997","20","18","4","Q2",\N
"477","1997-04-21 00:00:00","Monday","April","1997","21","18","4","Q2",\N
"478","1997-04-22 00:00:00","Tuesday","April","1997","22","18","4","Q2",\N
"479","1997-04-23 00:00:00","Wednesday","April","1997","23","18","4","Q2",\N
"480","1997-04-24 00:00:00","Thursday","April","1997","24","18","4","Q2",\N
"481","1997-04-25 00:00:00","Friday","April","1997","25","18","4","Q2",\N
"482","1997-04-26 00:00:00","Saturday","April","1997","26","18","4","Q2",\N
"483","1997-04-27 00:00:00","Sunday","April","1997","27","19","4","Q2",\N
"484","1997-04-28 00:00:00","Monday","April","1997","28","19","4","Q2",\N
"485","1997-04-29 00:00:00","Tuesday","April","1997","29","19","4","Q2",\N
"486","1997-04-30 00:00:00","Wednesday","April","1997","30","19","4","Q2",\N
"487","1997-05-01 00:00:00","Thursday","May","1997","1","19","5","Q2",\N
"488","1997-05-02 00:00:00","Friday","May","1997","2","19","5","Q2",\N
"489","1997-05-03 00:00:00","Saturday","May","1997","3","19","5","Q2",\N
"490","1997-05-04 00:00:00","Sunday","May","1997","4","20","5","Q2",\N
"491","1997-05-05 00:00:00","Monday","May","1997","5","20","5","Q2",\N
"492","1997-05-06 00:00:00","Tuesday","May","1997","6","20","5","Q2",\N
"493","1997-05-07 00:00:00","Wednesday","May","1997","7","20","5","Q2",\N
"494","1997-05-08 00:00:00","Thursday","May","1997","8","20","5","Q2",\N
"495","1997-05-09 00:00:00","Friday","May","1997","9","20","5","Q2",\N
"496","1997-05-10 00:00:00","Saturday","May","1997","10","20","5","Q2",\N
"497","1997-05-11 00:00:00","Sunday","May","1997","11","21","5","Q2",\N
"498","1997-05-12 00:00:00","Monday","May","1997","12","21","5","Q2",\N
"499","1997-05-13 00:00:00","Tuesday","May","1997","13","21","5","Q2",\N
"500","1997-05-14 00:00:00","Wednesday","May","1997","14","21","5","Q2",\N
"501","1997-05-15 00:00:00","Thursday","May","1997","15","21","5","Q2",\N
"502","1997-05-16 00:00:00","Friday","May","1997","16","21","5","Q2",\N
"503","1997-05-17 00:00:00","Saturday","May","1997","17","21","5","Q2",\N
"504","1997-05-18 00:00:00","Sunday","May","1997","18","22","5","Q2",\N
"505","1997-05-19 00:00:00","Monday","May","1997","19","22","5","Q2",\N
"506","1997-05-20 00:00:00","Tuesday","May","1997","20","22","5","Q2",\N
"507","1997-05-21 00:00:00","Wednesday","May","1997","21","22","5","Q2",\N
"508","1997-05-22 00:00:00","Thursday","May","1997","22","22","5","Q2",\N
"509","1997-05-23 00:00:00","Friday","May","1997","23","22","5","Q2",\N
"510","1997-05-24 00:00:00","Saturday","May","1997","24","22","5","Q2",\N
"511","1997-05-25 00:00:00","Sunday","May","1997","25","23","5","Q2",\N
"512","1997-05-26 00:00:00","Monday","May","1997","26","23","5","Q2",\N
"513","1997-05-27 00:00:00","Tuesday","May","1997","27","23","5","Q2",\N
"514","1997-05-28 00:00:00","Wednesday","May","1997","28","23","5","Q2",\N
"515","1997-05-29 00:00:00","Thursday","May","1997","29","23","5","Q2",\N
"516","1997-05-30 00:00:00","Friday","May","1997","30","23","5","Q2",\N
"517","1997-05-31 00:00:00","Saturday","May","1997","31","23","5","Q2",\N
"518","1997-06-01 00:00:00","Sunday","June","1997","1","24","6","Q2",\N
"519","1997-06-02 00:00:00","Monday","June","1997","2","24","6","Q2",\N
"520","1997-06-03 00:00:00","Tuesday","June","1997","3","24","6","Q2",\N
"521","1997-06-04 00:00:00","Wednesday","June","1997","4","24","6","Q2",\N
"522","1997-06-05 00:00:00","Thursday","June","1997","5","24","6","Q2",\N
"523","1997-06-06 00:00:00","Friday","June","1997","6","24","6","Q2",\N
"524","1997-06-07 00:00:00","Saturday","June","1997","7","24","6","Q2",\N
"525","1997-06-08 00:00:00","Sunday","June","1997","8","25","6","Q2",\N
"526","1997-06-09 00:00:00","Monday","June","1997","9","25","6","Q2",\N
"527","1997-06-10 00:00:00","Tuesday","June","1997","10","25","6","Q2",\N
"528","1997-06-11 00:00:00","Wednesday","June","1997","11","25","6","Q2",\N
"529","1997-06-12 00:00:00","Thursday","June","1997","12","25","6","Q2",\N
"530","1997-06-13 00:00:00","Friday","June","1997","13","25","6","Q2",\N
"531","1997-06-14 00:00:00","Saturday","June","1997","14","25","6","Q2",\N
"532","1997-06-15 00:00:00","Sunday","June","1997","15","26","6","Q2",\N
"533","1997-06-16 00:00:00","Monday","June","1997","16","26","6","Q2",\N
"534","1997-06-17 00:00:00","Tuesday","June","1997","17","26","6","Q2",\N
"535","1997-06-18 00:00:00","Wednesday","June","1997","18","26","6","Q2",\N
"536","1997-06-19 00:00:00","Thursday","June","1997","19","26","6","Q2",\N
"537","1997-06-20 00:00:00","Friday","June","1997","20","26","6","Q2",\N
"538","1997-06-21 00:00:00","Saturday","June","1997","21","26","6","Q2",\N
"539","1997-06-22 00:00:00","Sunday","June","1997","22","27","6","Q2",\N
"540","1997-06-23 00:00:00","Monday","June","1997","23","27","6","Q2",\N
"541","1997-06-24 00:00:00","Tuesday","June","1997","24","27","6","Q2",\N
"542","1997-06-25 00:00:00","Wednesday","June","1997","25","27","6","Q2",\N
"543","1997-06-26 00:00:00","Thursday","June","1997","26","27","6","Q2",\N
"544","1997-06-27 00:00:00","Friday","June","1997","27","27","6","Q2",\N
"545","1997-06-28 00:00:00","Saturday","June","1997","28","27","6","Q2",\N
"546","1997-06-29 00:00:00","Sunday","June","1997","29","28","6","Q2",\N
"547","1997-06-30 00:00:00","Monday","June","1997","30","28","6","Q2",\N
"548","1997-07-01 00:00:00","Tuesday","July","1997","1","28","7","Q3",\N
"549","1997-07-02 00:00:00","Wednesday","July","1997","2","28","7","Q3",\N
"550","1997-07-03 00:00:00","Thursday","July","1997","3","28","7","Q3",\N
"551","1997-07-04 00:00:00","Friday","July","1997","4","28","7","Q3",\N
"552","1997-07-05 00:00:00","Saturday","July","1997","5","28","7","Q3",\N
"553","1997-07-06 00:00:00","Sunday","July","1997","6","29","7","Q3",\N
"554","1997-07-07 00:00:00","Monday","July","1997","7","29","7","Q3",\N
"555","1997-07-08 00:00:00","Tuesday","July","1997","8","29","7","Q3",\N
"556","1997-07-09 00:00:00","Wednesday","July","1997","9","29","7","Q3",\N
"557","1997-07-10 00:00:00","Thursday","July","1997","10","29","7","Q3",\N
"558","1997-07-11 00:00:00","Friday","July","1997","11","29","7","Q3",\N
"559","1997-07-12 00:00:00","Saturday","July","1997","12","29","7","Q3",\N
"560","1997-07-13 00:00:00","Sunday","July","1997","13","30","7","Q3",\N
"561","1997-07-14 00:00:00","Monday","July","1997","14","30","7","Q3",\N
"562","1997-07-15 00:00:00","Tuesday","July","1997","15","30","7","Q3",\N
"563","1997-07-16 00:00:00","Wednesday","July","1997","16","30","7","Q3",\N
"564","1997-07-17 00:00:00","Thursday","July","1997","17","30","7","Q3",\N
"565","1997-07-18 00:00:00","Friday","July","1997","18","30","7","Q3",\N
"566","1997-07-19 00:00:00","Saturday","July","1997","19","30","7","Q3",\N
"567","1997-07-20 00:00:00","Sunday","July","1997","20","31","7","Q3",\N
"568","1997-07-21 00:00:00","Monday","July","1997","21","31","7","Q3",\N
"569","1997-07-22 00:00:00","Tuesday","July","1997","22","31","7","Q3",\N
"570","1997-07-23 00:00:00","Wednesday","July","1997","23","31","7","Q3",\N
"571","1997-07-24 00:00:00","Thursday","July","1997","24","31","7","Q3",\N
"572","1997-07-25 00:00:00","Friday","July","1997","25","31","7","Q3",\N
"573","1997-07-26 00:00:00","Saturday","July","1997","26","31","7","Q3",\N
"574","1997-07-27 00:00:00","Sunday","July","1997","27","32","7","Q3",\N
"575","1997-07-28 00:00:00","Monday","July","1997","28","32","7","Q3",\N
"576","1997-07-29 00:00:00","Tuesday","July","1997","29","32","7","Q3",\N
"577","1997-07-30 00:00:00","Wednesday","July","1997","30","32","7","Q3",\N
"578","1997-07-31 00:00:00","Thursday","July","1997","31","32","7","Q3",\N
"579","1997-08-01 00:00:00","Friday","August","1997","1","32","8","Q3",\N
"580","1997-08-02 00:00:00","Saturday","August","1997","2","32","8","Q3",\N
"581","1997-08-03 00:00:00","Sunday","August","1997","3","33","8","Q3",\N
"582","1997-08-04 00:00:00","Monday","August","1997","4","33","8","Q3",\N
"583","1997-08-05 00:00:00","Tuesday","August","1997","5","33","8","Q3",\N
"584","1997-08-06 00:00:00","Wednesday","August","1997","6","33","8","Q3",\N
"585","1997-08-07 00:00:00","Thursday","August","1997","7","33","8","Q3",\N
"586","1997-08-08 00:00:00","Friday","August","1997","8","33","8","Q3",\N
"587","1997-08-09 00:00:00","Saturday","August","1997","9","33","8","Q3",\N
"588","1997-08-10 00:00:00","Sunday","August","1997","10","34","8","Q3",\N
"589","1997-08-11 00:00:00","Monday","August","1997","11","34","8","Q3",\N
"590","1997-08-12 00:00:00","Tuesday","August","1997","12","34","8","Q3",\N
"591","1997-08-13 00:00:00","Wednesday","August","1997","13","34","8","Q3",\N
"592","1997-08-14 00:00:00","Thursday","August","1997","14","34","8","Q3",\N
"593","1997-08-15 00:00:00","Friday","August","1997","15","34","8","Q3",\N
"594","1997-08-16 00:00:00","Saturday","August","1997","16","34","8","Q3",\N
"595","1997-08-17 00:00:00","Sunday","August","1997","17","35","8","Q3",\N
"596","1997-08-18 00:00:00","Monday","August","1997","18","35","8","Q3",\N
"597","1997-08-19 00:00:00","Tuesday","August","1997","19","35","8","Q3",\N
"598","1997-08-20 00:00:00","Wednesday","August","1997","20","35","8","Q3",\N
"599","1997-08-21 00:00:00","Thursday","August","1997","21","35","8","Q3",\N
"600","1997-08-22 00:00:00","Friday","August","1997","22","35","8","Q3",\N
"601","1997-08-23 00:00:00","Saturday","August","1997","23","35","8","Q3",\N
"602","1997-08-24 00:00:00","Sunday","August","1997","24","36","8","Q3",\N
"603","1997-08-25 00:00:00","Monday","August","1997","25","36","8","Q3",\N
"604","1997-08-26 00:00:00","Tuesday","August","1997","26","36","8","Q3",\N
"605","1997-08-27 00:00:00","Wednesday","August","1997","27","36","8","Q3",\N
"606","1997-08-28 00:00:00","Thursday","August","1997","28","36","8","Q3",\N
"607","1997-08-29 00:00:00","Friday","August","1997","29","36","8","Q3",\N
"608","1997-08-30 00:00:00","Saturday","August","1997","30","36","8","Q3",\N
"609","1997-08-31 00:00:00","Sunday","August","1997","31","37","8","Q3",\N
"610","1997-09-01 00:00:00","Monday","September","1997","1","37","9","Q3",\N
"611","1997-09-02 00:00:00","Tuesday","September","1997","2","37","9","Q3",\N
"612","1997-09-03 00:00:00","Wednesday","September","1997","3","37","9","Q3",\N
"613","1997-09-04 00:00:00","Thursday","September","1997","4","37","9","Q3",\N
"614","1997-09-05 00:00:00","Friday","September","1997","5","37","9","Q3",\N
"615","1997-09-06 00:00:00","Saturday","September","1997","6","37","9","Q3",\N
"616","1997-09-07 00:00:00","Sunday","September","1997","7","38","9","Q3",\N
"617","1997-09-08 00:00:00","Monday","September","1997","8","38","9","Q3",\N
"618","1997-09-09 00:00:00","Tuesday","September","1997","9","38","9","Q3",\N
"619","1997-09-10 00:00:00","Wednesday","September","1997","10","38","9","Q3",\N
"620","1997-09-11 00:00:00","Thursday","September","1997","11","38","9","Q3",\N
"621","1997-09-12 00:00:00","Friday","September","1997","12","38","9","Q3",\N
"622","1997-09-13 00:00:00","Saturday","September","1997","13","38","9","Q3",\N
"623","1997-09-14 00:00:00","Sunday","September","1997","14","39","9","Q3",\N
"624","1997-09-15 00:00:00","Monday","September","1997","15","39","9","Q3",\N
"625","1997-09-16 00:00:00","Tuesday","September","1997","16","39","9","Q3",\N
"626","1997-09-17 00:00:00","Wednesday","September","1997","17","39","9","Q3",\N
"627","1997-09-18 00:00:00","Thursday","September","1997","18","39","9","Q3",\N
"628","1997-09-19 00:00:00","Friday","September","1997","19","39","9","Q3",\N
"629","1997-09-20 00:00:00","Saturday","September","1997","20","39","9","Q3",\N
"630","1997-09-21 00:00:00","Sunday","September","1997","21","40","9","Q3",\N
"631","1997-09-22 00:00:00","Monday","September","1997","22","40","9","Q3",\N
"632","1997-09-23 00:00:00","Tuesday","September","1997","23","40","9","Q3",\N
"633","1997-09-24 00:00:00","Wednesday","September","1997","24","40","9","Q3",\N
"634","1997-09-25 00:00:00","Thursday","September","1997","25","40","9","Q3",\N
"635","1997-09-26 00:00:00","Friday","September","1997","26","40","9","Q3",\N
"636","1997-09-27 00:00:00","Saturday","September","1997","27","40","9","Q3",\N
"637","1997-09-28 00:00:00","Sunday","September","1997","28","41","9","Q3",\N
"638","1997-09-29 00:00:00","Monday","September","1997","29","41","9","Q3",\N
"639","1997-09-30 00:00:00","Tuesday","September","1997","30","41","9","Q3",\N
"640","1997-10-01 00:00:00","Wednesday","October","1997","1","41","10","Q4",\N
"641","1997-10-02 00:00:00","Thursday","October","1997","2","41","10","Q4",\N
"642","1997-10-03 00:00:00","Friday","October","1997","3","41","10","Q4",\N
"643","1997-10-04 00:00:00","Saturday","October","1997","4","41","10","Q4",\N
"644","1997-10-05 00:00:00","Sunday","October","1997","5","42","10","Q4",\N
"645","1997-10-06 00:00:00","Monday","October","1997","6","42","10","Q4",\N
"646","1997-10-07 00:00:00","Tuesday","October","1997","7","42","10","Q4",\N
"647","1997-10-08 00:00:00","Wednesday","October","1997","8","42","10","Q4",\N
"648","1997-10-09 00:00:00","Thursday","October","1997","9","42","10","Q4",\N
"649","1997-10-10 00:00:00","Friday","October","1997","10","42","10","Q4",\N
"650","1997-10-11 00:00:00","Saturday","October","1997","11","42","10","Q4",\N
"651","1997-10-12 00:00:00","Sunday","October","1997","12","43","10","Q4",\N
"652","1997-10-13 00:00:00","Monday","October","1997","13","43","10","Q4",\N
"653","1997-10-14 00:00:00","Tuesday","October","1997","14","43","10","Q4",\N
"654","1997-10-15 00:00:00","Wednesday","October","1997","15","43","10","Q4",\N
"655","1997-10-16 00:00:00","Thursday","October","1997","16","43","10","Q4",\N
"656","1997-10-17 00:00:00","Friday","October","1997","17","43","10","Q4",\N
"657","1997-10-18 00:00:00","Saturday","October","1997","18","43","10","Q4",\N
"658","1997-10-19 00:00:00","Sunday","October","1997","19","44","10","Q4",\N
"659","1997-10-20 00:00:00","Monday","October","1997","20","44","10","Q4",\N
"660","1997-10-21 00:00:00","Tuesday","October","1997","21","44","10","Q4",\N
"661","1997-10-22 00:00:00","Wednesday","October","1997","22","44","10","Q4",\N
"662","1997-10-23 00:00:00","Thursday","October","1997","23","44","10","Q4",\N
"663","1997-10-24 00:00:00","Friday","October","1997","24","44","10","Q4",\N
"664","1997-10-25 00:00:00","Saturday","October","1997","25","44","10","Q4",\N
"665","1997-10-26 00:00:00","Sunday","October","1997","26","45","10","Q4",\N
"666","1997-10-27 00:00:00","Monday","October","1997","27","45","10","Q4",\N
"667","1997-10-28 00:00:00","Tuesday","October","1997","28","45","10","Q4",\N
"668","1997-10-29 00:00:00","Wednesday","October","1997","29","45","10","Q4",\N
"669","1997-10-30 00:00:00","Thursday","October","1997","30","45","10","Q4",\N
"670","1997-10-31 00:00:00","Friday","October","1997","31","45","10","Q4",\N
"671","1997-11-01 00:00:00","Saturday","November","1997","1","45","11","Q4",\N
"672","1997-11-02 00:00:00","Sunday","November","1997","2","46","11","Q4",\N
"673","1997-11-03 00:00:00","Monday","November","1997","3","46","11","Q4",\N
"674","1997-11-04 00:00:00","Tuesday","November","1997","4","46","11","Q4",\N
"675","1997-11-05 00:00:00","Wednesday","November","1997","5","46","11","Q4",\N
"676","1997-11-06 00:00:00","Thursday","November","1997","6","46","11","Q4",\N
"677","1997-11-07 00:00:00","Friday","November","1997","7","46","11","Q4",\N
"678","1997-11-08 00:00:00","Saturday","November","1997","8","46","11","Q4",\N
"679","1997-11-09 00:00:00","Sunday","November","1997","9","47","11","Q4",\N
"680","1997-11-10 00:00:00","Monday","November","1997","10","47","11","Q4",\N
"681","1997-11-11 00:00:00","Tuesday","November","1997","11","47","11","Q4",\N
"682","1997-11-12 00:00:00","Wednesday","November","1997","12","47","11","Q4",\N
"683","1997-11-13 00:00:00","Thursday","November","1997","13","47","11","Q4",\N
"684","1997-11-14 00:00:00","Friday","November","1997","14","47","11","Q4",\N
"685","1997-11-15 00:00:00","Saturday","November","1997","15","47","11","Q4",\N
"686","1997-11-16 00:00:00","Sunday","November","1997","16","48","11","Q4",\N
"687","1997-11-17 00:00:00","Monday","November","1997","17","48","11","Q4",\N
"688","1997-11-18 00:00:00","Tuesday","November","1997","18","48","11","Q4",\N
"689","1997-11-19 00:00:00","Wednesday","November","1997","19","48","11","Q4",\N
"690","1997-11-20 00:00:00","Thursday","November","1997","20","48","11","Q4",\N
"691","1997-11-21 00:00:00","Friday","November","1997","21","48","11","Q4",\N
"692","1997-11-22 00:00:00","Saturday","November","1997","22","48","11","Q4",\N
"693","1997-11-23 00:00:00","Sunday","November","1997","23","49","11","Q4",\N
"694","1997-11-24 00:00:00","Monday","November","1997","24","49","11","Q4",\N
"695","1997-11-25 00:00:00","Tuesday","November","1997","25","49","11","Q4",\N
"696","1997-11-26 00:00:00","Wednesday","November","1997","26","49","11","Q4",\N
"697","1997-11-27 00:00:00","Thursday","November","1997","27","49","11","Q4",\N
"698","1997-11-28 00:00:00","Friday","November","1997","28","49","11","Q4",\N
"699","1997-11-29 00:00:00","Saturday","November","1997","29","49","11","Q4",\N
"700","1997-11-30 00:00:00","Sunday","November","1997","30","50","11","Q4",\N
"701","1997-12-01 00:00:00","Monday","December","1997","1","50","12","Q4",\N
"702","1997-12-02 00:00:00","Tuesday","December","1997","2","50","12","Q4",\N
"703","1997-12-03 00:00:00","Wednesday","December","1997","3","50","12","Q4",\N
"704","1997-12-04 00:00:00","Thursday","December","1997","4","50","12","Q4",\N
"705","1997-12-05 00:00:00","Friday","December","1997","5","50","12","Q4",\N
"706","1997-12-06 00:00:00","Saturday","December","1997","6","50","12","Q4",\N
"707","1997-12-07 00:00:00","Sunday","December","1997","7","51","12","Q4",\N
"708","1997-12-08 00:00:00","Monday","December","1997","8","51","12","Q4",\N
"709","1997-12-09 00:00:00","Tuesday","December","1997","9","51","12","Q4",\N
"710","1997-12-10 00:00:00","Wednesday","December","1997","10","51","12","Q4",\N
"711","1997-12-11 00:00:00","Thursday","December","1997","11","51","12","Q4",\N
"712","1997-12-12 00:00:00","Friday","December","1997","12","51","12","Q4",\N
"713","1997-12-13 00:00:00","Saturday","December","1997","13","51","12","Q4",\N
"714","1997-12-14 00:00:00","Sunday","December","1997","14","52","12","Q4",\N
"715","1997-12-15 00:00:00","Monday","December","1997","15","1","12","Q4",\N
"716","1997-12-16 00:00:00","Tuesday","December","1997","16","1","12","Q4",\N
"717","1997-12-17 00:00:00","Wednesday","December","1997","17","1","12","Q4",\N
"718","1997-12-18 00:00:00","Thursday","December","1997","18","1","12","Q4",\N
"719","1997-12-19 00:00:00","Friday","December","1997","19","1","12","Q4",\N
"720","1997-12-20 00:00:00","Saturday","December","1997","20","1","12","Q4",\N
"721","1997-12-21 00:00:00","Sunday","December","1997","21","2","12","Q4",\N
"722","1997-12-22 00:00:00","Monday","December","1997","22","2","12","Q4",\N
"723","1997-12-23 00:00:00","Tuesday","December","1997","23","2","12","Q4",\N
"724","1997-12-24 00:00:00","Wednesday","December","1997","24","2","12","Q4",\N
"725","1997-12-25 00:00:00","Thursday","December","1997","25","2","12","Q4",\N
"726","1997-12-26 00:00:00","Friday","December","1997","26","2","12","Q4",\N
"727","1997-12-27 00:00:00","Saturday","December","1997","27","2","12","Q4",\N
"728","1997-12-28 00:00:00","Sunday","December","1997","28","3","12","Q4",\N
"729","1997-12-29 00:00:00","Monday","December","1997","29","3","12","Q4",\N
"730","1997-12-30 00:00:00","Tuesday","December","1997","30","3","12","Q4",\N
"731","1997-12-31 00:00:00","Wednesday","December","1997","31","3","12","Q4",\N
"732","1998-01-01 00:00:00","Thursday","January","1998","1","3","1","Q1",\N
"733","1998-01-02 00:00:00","Friday","January","1998","2","3","1","Q1",\N
"734","1998-01-03 00:00:00","Saturday","January","1998","3","3","1","Q1",\N
"735","1998-01-04 00:00:00","Sunday","January","1998","4","4","1","Q1",\N
"736","1998-01-05 00:00:00","Monday","January","1998","5","4","1","Q1",\N
"737","1998-01-06 00:00:00","Tuesday","January","1998","6","4","1","Q1",\N
"989","1998-09-15 00:00:00","Tuesday","September","1998","15","40","9","Q3",\N
"990","1998-09-16 00:00:00","Wednesday","September","1998","16","40","9","Q3",\N
"991","1998-09-17 00:00:00","Thursday","September","1998","17","40","9","Q3",\N
"992","1998-09-18 00:00:00","Friday","September","1998","18","40","9","Q3",\N
"993","1998-09-19 00:00:00","Saturday","September","1998","19","40","9","Q3",\N
"994","1998-09-20 00:00:00","Sunday","September","1998","20","41","9","Q3",\N
"995","1998-09-21 00:00:00","Monday","September","1998","21","41","9","Q3",\N
"996","1998-09-22 00:00:00","Tuesday","September","1998","22","41","9","Q3",\N
"997","1998-09-23 00:00:00","Wednesday","September","1998","23","41","9","Q3",\N
"998","1998-09-24 00:00:00","Thursday","September","1998","24","41","9","Q3",\N
"999","1998-09-25 00:00:00","Friday","September","1998","25","41","9","Q3",\N
"1000","1998-09-26 00:00:00","Saturday","September","1998","26","41","9","Q3",\N
"1001","1998-09-27 00:00:00","Sunday","September","1998","27","42","9","Q3",\N
"1002","1998-09-28 00:00:00","Monday","September","1998","28","42","9","Q3",\N
"1003","1998-09-29 00:00:00","Tuesday","September","1998","29","42","9","Q3",\N
"1004","1998-09-30 00:00:00","Wednesday","September","1998","30","42","9","Q3",\N
"1005","1998-10-01 00:00:00","Thursday","October","1998","1","42","10","Q4",\N
"1006","1998-10-02 00:00:00","Friday","October","1998","2","42","10","Q4",\N
"1007","1998-10-03 00:00:00","Saturday","October","1998","3","42","10","Q4",\N
"1008","1998-10-04 00:00:00","Sunday","October","1998","4","43","10","Q4",\N
"1009","1998-10-05 00:00:00","Monday","October","1998","5","43","10","Q4",\N
"1010","1998-10-06 00:00:00","Tuesday","October","1998","6","43","10","Q4",\N
"1011","1998-10-07 00:00:00","Wednesday","October","1998","7","43","10","Q4",\N
"1012","1998-10-08 00:00:00","Thursday","October","1998","8","43","10","Q4",\N
"1013","1998-10-09 00:00:00","Friday","October","1998","9","43","10","Q4",\N
"1014","1998-10-10 00:00:00","Saturday","October","1998","10","43","10","Q4",\N
"1015","1998-10-11 00:00:00","Sunday","October","1998","11","44","10","Q4",\N
"1016","1998-10-12 00:00:00","Monday","October","1998","12","44","10","Q4",\N
"1017","1998-10-13 00:00:00","Tuesday","October","1998","13","44","10","Q4",\N
"1018","1998-10-14 00:00:00","Wednesday","October","1998","14","44","10","Q4",\N
"1019","1998-10-15 00:00:00","Thursday","October","1998","15","44","10","Q4",\N
"1020","1998-10-16 00:00:00","Friday","October","1998","16","44","10","Q4",\N
"1021","1998-10-17 00:00:00","Saturday","October","1998","17","44","10","Q4",\N
"1022","1998-10-18 00:00:00","Sunday","October","1998","18","45","10","Q4",\N
"1023","1998-10-19 00:00:00","Monday","October","1998","19","45","10","Q4",\N
"1024","1998-10-20 00:00:00","Tuesday","October","1998","20","45","10","Q4",\N
"1025","1998-10-21 00:00:00","Wednesday","October","1998","21","45","10","Q4",\N
"1026","1998-10-22 00:00:00","Thursday","October","1998","22","45","10","Q4",\N
"1027","1998-10-23 00:00:00","Friday","October","1998","23","45","10","Q4",\N
"1028","1998-10-24 00:00:00","Saturday","October","1998","24","45","10","Q4",\N
"1029","1998-10-25 00:00:00","Sunday","October","1998","25","46","10","Q4",\N
"1030","1998-10-26 00:00:00","Monday","October","1998","26","46","10","Q4",\N
"1031","1998-10-27 00:00:00","Tuesday","October","1998","27","46","10","Q4",\N
"1032","1998-10-28 00:00:00","Wednesday","October","1998","28","46","10","Q4",\N
"1033","1998-10-29 00:00:00","Thursday","October","1998","29","46","10","Q4",\N
"1034","1998-10-30 00:00:00","Friday","October","1998","30","46","10","Q4",\N
"1035","1998-10-31 00:00:00","Saturday","October","1998","31","46","10","Q4",\N
"1036","1998-11-01 00:00:00","Sunday","November","1998","1","47","11","Q4",\N
"1037","1998-11-02 00:00:00","Monday","November","1998","2","47","11","Q4",\N
"1038","1998-11-03 00:00:00","Tuesday","November","1998","3","47","11","Q4",\N
"1039","1998-11-04 00:00:00","Wednesday","November","1998","4","47","11","Q4",\N
"1040","1998-11-05 00:00:00","Thursday","November","1998","5","47","11","Q4",\N
"1041","1998-11-06 00:00:00","Friday","November","1998","6","47","11","Q4",\N
"1042","1998-11-07 00:00:00","Saturday","November","1998","7","47","11","Q4",\N
"1043","1998-11-08 00:00:00","Sunday","November","1998","8","48","11","Q4",\N
"1044","1998-11-09 00:00:00","Monday","November","1998","9","48","11","Q4",\N
"1045","1998-11-10 00:00:00","Tuesday","November","1998","10","48","11","Q4",\N
"1046","1998-11-11 00:00:00","Wednesday","November","1998","11","48","11","Q4",\N
"1047","1998-11-12 00:00:00","Thursday","November","1998","12","48","11","Q4",\N
"1048","1998-11-13 00:00:00","Friday","November","1998","13","48","11","Q4",\N
"1049","1998-11-14 00:00:00","Saturday","November","1998","14","48","11","Q4",\N
"1050","1998-11-15 00:00:00","Sunday","November","1998","15","49","11","Q4",\N
"1051","1998-11-16 00:00:00","Monday","November","1998","16","49","11","Q4",\N
"1052","1998-11-17 00:00:00","Tuesday","November","1998","17","49","11","Q4",\N
"1053","1998-11-18 00:00:00","Wednesday","November","1998","18","49","11","Q4",\N
"1054","1998-11-19 00:00:00","Thursday","November","1998","19","49","11","Q4",\N
"1055","1998-11-20 00:00:00","Friday","November","1998","20","49","11","Q4",\N
"1056","1998-11-21 00:00:00","Saturday","November","1998","21","49","11","Q4",\N
"1057","1998-11-22 00:00:00","Sunday","November","1998","22","50","11","Q4",\N
"1058","1998-11-23 00:00:00","Monday","November","1998","23","50","11","Q4",\N
"1059","1998-11-24 00:00:00","Tuesday","November","1998","24","50","11","Q4",\N
"1060","1998-11-25 00:00:00","Wednesday","November","1998","25","50","11","Q4",\N
"1061","1998-11-26 00:00:00","Thursday","November","1998","26","50","11","Q4",\N
"1062","1998-11-27 00:00:00","Friday","November","1998","27","50","11","Q4",\N
"1063","1998-11-28 00:00:00","Saturday","November","1998","28","50","11","Q4",\N
"1064","1998-11-29 00:00:00","Sunday","November","1998","29","51","11","Q4",\N
"1065","1998-11-30 00:00:00","Monday","November","1998","30","51","11","Q4",\N
"1066","1998-12-01 00:00:00","Tuesday","December","1998","1","51","12","Q4",\N
"1067","1998-12-02 00:00:00","Wednesday","December","1998","2","51","12","Q4",\N
"1068","1998-12-03 00:00:00","Thursday","December","1998","3","51","12","Q4",\N
"1069","1998-12-04 00:00:00","Friday","December","1998","4","51","12","Q4",\N
"1070","1998-12-05 00:00:00","Saturday","December","1998","5","51","12","Q4",\N
"1071","1998-12-06 00:00:00","Sunday","December","1998","6","52","12","Q4",\N
"1072","1998-12-07 00:00:00","Monday","December","1998","7","1","12","Q4",\N
"1073","1998-12-08 00:00:00","Tuesday","December","1998","8","1","12","Q4",\N
"1074","1998-12-09 00:00:00","Wednesday","December","1998","9","1","12","Q4",\N
"1075","1998-12-10 00:00:00","Thursday","December","1998","10","1","12","Q4",\N
"1076","1998-12-11 00:00:00","Friday","December","1998","11","1","12","Q4",\N
"1077","1998-12-12 00:00:00","Saturday","December","1998","12","1","12","Q4",\N
